Tiempo, N_Partida, Cant_Palabras, Evento, User, Genero, Edad, Estado, Palabra, Nivel
1624656630,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656632,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Gusano,Facil
1624656632,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656634,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Avispa,Facil
1624656634,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Gusano,Facil
1624656634,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Gusano,Facil
1624656635,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656637,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Avispa,Facil
1624656637,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Avispa,Facil
1624656638,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Avispa,Facil
1624656638,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Venado,Facil
1624656640,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Venado,Facil
1624656641,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656643,Partida n,12.0,Conjunto_Incorrecto,Day,Femenino,27,Error,Langosta,Facil
1624656643,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Anchoa,Facil
1624656644,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Anchoa,Facil
1624656644,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Venado,Facil
1624656645,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Venado,Facil
1624656646,Partida n,12.0,Primera_Ficha,Day,Femenino,27,Primera,Langosta,Facil
1624656646,Partida n,12.0,Conjunto_Correcto,Day,Femenino,27,Correcto,Langosta,Facil
1624656647,Partida n,12.0,Fin_Partida,Day,Femenino,27,Ganada,Langosta,Facil
1624657406,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624657407,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cucaracha,Facil
1624657408,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cucaracha,Facil
1624657408,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gusano,Facil
1624657408,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Gusano,Facil
1624657409,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cucaracha,Facil
1624657410,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Cucaracha,Facil
1624657411,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624657412,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bagre,Facil
1624657412,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Antilope,Facil
1624657414,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Antilope,Facil
1624657414,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Arenque,Facil
1624657416,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Arenque,Facil
1624657417,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Medusa,Facil
1624657420,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Medusa,Facil
1624657420,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624657420,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Bagre,Facil
1624657421,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mariquita,Facil
1624657423,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mariquita,Facil
1624657423,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Antilope,Facil
1624657424,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Antilope,Facil
1624657424,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mariquita,Facil
1624657425,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mariquita,Facil
1624657426,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Murcielago,Facil
1624657430,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Murcielago,Facil
1624657430,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Pez_Globo,Facil
1624657432,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Pez_Globo,Facil
1624657433,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657434,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624657435,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657437,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624657437,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Arenque,Facil
1624657438,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Arenque,Facil
1624657438,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Pez_Globo,Facil
1624657439,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Pez_Globo,Facil
1624657440,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Murcielago,Facil
1624657441,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Murcielago,Facil
1624657442,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657444,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624657445,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657447,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624657447,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624657448,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Camaleon,Facil
1624657448,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mantarraya,Facil
1624657449,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mantarraya,Facil
1624657450,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624657451,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Cocodrilo,Facil
1624657451,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Medusa,Facil
1624657452,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Medusa,Facil
1624657453,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Ganada,Medusa,Facil
1624657481,Partida n,12.0,Inicio_Partida,Maria,Otro,44,-,-,Facil
1624657482,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Rana.png,Facil
1624657483,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Rana.png,Facil
1624657484,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657486,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657486,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Rana.png,Facil
1624657487,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Rana.png,Facil
1624657488,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ocelote.png,Facil
1624657489,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Ocelote.png,Facil
1624657489,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657491,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657491,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Calamar.png,Facil
1624657492,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Calamar.png,Facil
1624657492,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657494,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657494,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657497,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657497,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657499,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657499,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ornitorrinco.png,Facil
1624657501,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Ornitorrinco.png,Facil
1624657501,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657502,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657502,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Sapo.png,Facil
1624657503,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Sapo.png,Facil
1624657503,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Avispa.png,Facil
1624657504,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Avispa.png,Facil
1624657505,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ornitorrinco.png,Facil
1624657506,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Ornitorrinco.png,Facil
1624657507,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Luciernaga.png,Facil
1624657508,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Luciernaga.png,Facil
1624657509,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Murcielago.png,Facil
1624657511,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Murcielago.png,Facil
1624657511,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Calamar.png,Facil
1624657512,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Calamar.png,Facil
1624657512,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Murcielago.png,Facil
1624657513,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Murcielago.png,Facil
1624657513,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657515,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657515,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657517,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657518,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Calamar.png,Facil
1624657520,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Calamar.png,Facil
1624657520,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657522,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657522,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Ocelote.png,Facil
1624657523,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Ocelote.png,Facil
1624657524,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Lobo.png,Facil
1624657526,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Lobo.png,Facil
1624657526,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Calamar.png,Facil
1624657528,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Calamar.png,Facil
1624657529,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657532,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657532,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657533,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Libelula.png,Facil
1624657534,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Libelula.png,Facil
1624657535,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Libelula.png,Facil
1624657536,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657538,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657538,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657540,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Cucaracha.png,Facil
1624657540,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Lobo.png,Facil
1624657542,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Lobo.png,Facil
1624657543,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657545,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Arenque.png,Facil
1624657545,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Arenque.png,Facil
1624657547,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Arenque.png,Facil
1624657548,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Lobo.png,Facil
1624657549,Partida n,12.0,Conjunto_Incorrecto,Maria,Otro,44,Error,Lobo.png,Facil
1624657550,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Lobo.png,Facil
1624657550,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Lobo.png,Facil
1624657551,Partida n,12.0,Primera_Ficha,Maria,Otro,44,Primera,Cucaracha.png,Facil
1624657552,Partida n,12.0,Conjunto_Correcto,Maria,Otro,44,Correcto,Cucaracha.png,Facil
1624657553,Partida n,12.0,Fin_Partida,Maria,Otro,44,Ganada,Cucaracha.png,Facil
1624678334,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624678335,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678337,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bulgaria ,Facil
1624678338,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Nigeria ,Facil
1624678338,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Nigeria ,Facil
1624678340,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Croatia ,Facil
1624678342,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Croatia ,Facil
1624678342,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Romania ,Facil
1624678344,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Romania ,Facil
1624678344,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Germany ,Facil
1624678345,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Germany ,Facil
1624678346,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Swaziland ,Facil
1624678348,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Swaziland ,Facil
1624678348,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Niger ,Facil
1624678350,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Niger ,Facil
1624678350,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,South Africa ,Facil
1624678352,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,South Africa ,Facil
1624678352,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678353,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bulgaria ,Facil
1624678354,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ukraine ,Facil
1624678355,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Ukraine ,Facil
1624678356,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ukraine ,Facil
1624678358,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Ukraine ,Facil
1624678358,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Niger ,Facil
1624678359,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Niger ,Facil
1624678359,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cameroon ,Facil
1624678361,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cameroon ,Facil
1624678361,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678363,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bulgaria ,Facil
1624678363,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,South Africa ,Facil
1624678365,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,South Africa ,Facil
1624678365,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cameroon ,Facil
1624678366,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Cameroon ,Facil
1624678367,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Croatia ,Facil
1624678368,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Croatia ,Facil
1624678368,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Niger ,Facil
1624678370,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Niger ,Facil
1624678370,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Swaziland ,Facil
1624678372,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Swaziland ,Facil
1624678372,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Romania ,Facil
1624678374,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Romania ,Facil
1624678375,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,South Africa ,Facil
1624678377,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,South Africa ,Facil
1624678378,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ukraine ,Facil
1624678379,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Ukraine ,Facil
1624678380,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Romania ,Facil
1624678381,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Romania ,Facil
1624678381,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Croatia ,Facil
1624678383,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Croatia ,Facil
1624678383,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ukraine ,Facil
1624678384,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Ukraine ,Facil
1624678385,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,South Africa ,Facil
1624678386,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,South Africa ,Facil
1624678387,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Swaziland ,Facil
1624678388,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Swaziland ,Facil
1624678389,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Hungary ,Facil
1624678391,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Hungary ,Facil
1624678391,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678393,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bulgaria ,Facil
1624678404,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Hungary ,Facil
1624678406,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Hungary ,Facil
1624678406,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678408,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bulgaria ,Facil
1624678408,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Russia ,Facil
1624678410,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Russia ,Facil
1624678410,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bulgaria ,Facil
1624678411,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Bulgaria ,Facil
1624678412,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Hungary ,Facil
1624678414,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Hungary ,Facil
1624678414,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Hungary ,Facil
1624678415,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Hungary ,Facil
1624678415,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Niger ,Facil
1624678416,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Niger ,Facil
1624678421,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Ganada,Niger ,Facil
1624678624,Partida n,24.0,Inicio_Partida,Hilario,Masculino,18,-,-,Medio
1624678625,Partida n,24.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Medio
1624678631,Partida n,24.0,Inicio_Partida,Hilario,Masculino,18,-,-,Medio
1624678634,Partida n,24.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Medio
1624678656,Partida n,36.0,Inicio_Partida,Hilario,Masculino,18,-,-,Dificil
1624678664,Partida n,36.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Dificil
1624678674,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624678674,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1624748128,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624748128,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1624748164,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624748165,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ternero,Facil
1624748166,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Ternero,Facil
1624748168,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ternero,Facil
1624748169,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1624918314,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624918314,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Chancho,Facil
1624918317,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Chancho,Facil
1624918317,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Ñandu,Facil
1624918319,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Ñandu,Facil
1624918320,Partida n,12.0,Fin_Partida,Hilario,Masculino,18,Cancelada,-,Facil
1624918350,Partida n,12.0,Inicio_Partida,Hilario,Masculino,18,-,-,Facil
1624918351,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624918353,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624918353,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624918355,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624918356,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Flamenco,Facil
1624918358,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Flamenco,Facil
1624918358,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gorrion,Facil
1624918360,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gorrion,Facil
1624918361,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Gorrion,Facil
1624918363,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Gorrion,Facil
1624918363,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Cocodrilo,Facil
1624918366,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Cocodrilo,Facil
1624918367,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosquito,Facil
1624918369,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mosquito,Facil
1624918369,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624918371,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Bagre,Facil
1624918371,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Bagre,Facil
1624918372,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Bagre,Facil
1624918373,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Avispon,Facil
1624918375,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Avispon,Facil
1624918376,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosquito,Facil
1624918378,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mosquito,Facil
1624918378,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624918380,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624918381,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mosquito,Facil
1624918382,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Mosquito,Facil
1624918383,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624918386,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Camaleon,Facil
1624918387,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Camaleon,Facil
1624918388,Partida n,12.0,Conjunto_Correcto,Hilario,Masculino,18,Correcto,Camaleon,Facil
1624918388,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Mantis,Facil
1624918390,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Mantis,Facil
1624918391,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Trucha,Facil
1624918393,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Trucha,Facil
1624918395,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Tortuga,Facil
1624918398,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Tortuga,Facil
1624918398,Partida n,12.0,Primera_Ficha,Hilario,Masculino,18,Primera,Avispon,Facil
1624918401,Partida n,12.0,Conjunto_Incorrecto,Hilario,Masculino,18,Error,Avispon,Facil
